CLAVE_CTE,ALIAS,RAZON_SOCIAL,DIRECCION,CIUDAD,ESTADO,CORREO,TELEFONO,SUCURSAL,CONTACTO
PALMO,SANATORIO PALMORE,SANATORIO PALMORE A.C.,  AV ZARCO No 1301  COL. ZARCO,CHIHUAHUA,CHIHUAHUA,luischinoanchondo@outlook.com,6141816400,CHIHUAHUA,Luis Anchondo
SANB_FASHION,Sanborn Suc. Fashion Mall,Sanborn Hermanos S.A.,"Periferico de la Juventud 3501, Col. Haciendas, C.P. 31215",CHIHUAHUA,CHIHUAHUA,chihuahuac@sanborns.com.mx,,CHIHUAHUA,
SANB_MIRADOR,Sanborn Suc. Mirador,Sanborn Hermanos S.A.,"Calle Indiana 3300-E, Fraccionamiento las Aguilas. C.P. 31214",CHIHUAHUA,CHIHUAHUA,chihuahuac@sanborns.com.mx,,CHIHUAHUA,
SANDERS_,Sanders,Carniceria Ocotal S.A. de C.V.,"Mercado de Abastos # 1781, Col. San Antonio",Juarez,Chihuahua,loaledm05@gmail.com,,JUAREZ,Luis Cavas
SAT_,SAT,Gobierno del Estado de Chihuahua,C. Niños Heroes y Venustiano Carranza,Chihuahua,Chihuahua,luis.anda@chihuahua.org.mx,6141960100,CHIHUAHUA,Luis Anda
SC_6249,SC Delicias SUR-6249,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",DELICIAS,CHIHUAHUA,,,CHIHUAHUA,
Nacional_Pecan,Servicio National Pecan,National Pecan Shelling Operrations LLC,825 W Main Street ,Fabens,Texas,,,JUAREZ,
cepit_,SERVICIOS Y OPERACIONES ,SERVICIOS_OPERACIONES_INTEGRALES_SA_DE_SV,MELCHOR GUASPE COL DALE CP 31050,CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
SERVICIO_GEOLOGICO_MEXICANO,SGM,Servicio Geologico Mexicano (SGM),"C. Industrial #6 Lote 6 interior1, C.P. 31074",Chihuahua,Chihuahua,selinalasso@sgm.gob.mx,6144290577,CHIHUAHUA,Nancy Pacheco
SERVICIO_GEOLOGICO_MEXICANO_FOSA 4,SGM Fosa 4,Servicio Geologico Mexicano (SGM),Calle Industrial #6 Lote 6 Interior 2 CP 31074,Chihuahua,Chihuahua,yeseniaaragon@sgm.gob.mx,6144201798,CHIHUAHUA,Selina Lasso
SHIN_TOSHIN,Shin Toshin,SY Operadora de restaurantes Suja Inc S.A. de C.V.,Periferico Luis Donaldo Colosio #5915 int 107,Chihuahua,Chihuahua,shintoshinrestaurante@gmail.com,,CHIHUAHUA,Francelia Ornelas
SAN920216EI1,SIGMA ALIMENTOS,SIGMA_ALIMENTOS_NORESTE_S.A_DE_C.V,Perif. Lombardo Toledano 100    Col.El Bajio   CP 31350,Chihuahua,Chihuahua,aaperez@sigma-alimentos.com,6143802400 ext 25445,CHIHUAHUA,Alan Perez
STOCKADE,Sirloin Stockade,DELCHI DEL NORTE S.A. DE C.V.,"Perif. de la Juventud 6501, Haciendas I, 31215",CHIHUAHUA,CHIHUAHUA,contabilidad@sirloinchihuahua.com,6144232018,CHIHUAHUA,Alejandra Orona
STOCKADE_ACEI,Sirloin Stockade (Aceite),DELCHI DEL NORTE S.A. DE C.V.,"Perif. de la Juventud 6501, Haciendas I, 31215",CHIHUAHUA,CHIHUAHUA,rogelio.espinoza@grupovalles.com,,CHIHUAHUA,
SOFI,Sofi de Chihuahua,Sofi de Chihuahua S.A de C.V.,"C. George Washington No. 3701 int. 10,11 y 12",CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
SOFI_2,Sofi de Chihuahua (ECO II),Sofi de Chihuahua S.A de C.V.,"C. George Washington No. 3701 int. 10,11 y 12",CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
SOFI_4,Sofi de Chihuahua (Planta #4),Sofi de Chihuahua S.A de C.V.,"C. George Washington No. 3701 int. 10,11 y 12",CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
Soisa_,SOISA,Servicios Operaciones Integrales S.A. de C.V.,Melchor Guaspe #3800-3 Col. Dale C.P. 31050,Chihuahua,Chihuahua,karla.delao@soisa.com.mx,6141824708,CHIHUAHUA,Karla de la O
SOLARPRO_PERIFJUV_BASU,Solar Pro Perif. Juventud (Basura),Soluciones Energéticas JEA S.A. de C.V.,"Lateral Periférico de la Juventud 7100-4, Cumbres I Etapa, Campestre-Lomas, 31217",CHIHUAHUA,CHIHUAHUA,lety@solar-pro.mx,,CHIHUAHUA,
SOLARPRO_TEOFILO_BASU,Solar Pro Teofilo Borunda (Basura),Soluciones Energéticas JEA S.A. de C.V.,"Teofilo Borunda 2126-A, Col. Centro",CHIHUAHUA,CHIHUAHUA,lety@solar-pro.mx,,CHIHUAHUA,
SOLTRA_BASURA,Soluciones y Tratamiento Ecológico SAPI de CV (Basura),Soluciones y Tratamiento Ecológico SAPI de CV,"Calle 3 47-104, Parque Industrial Naucalpan, C.P. 53489",NAUCALPAN,ESTADO DE MÉXICO,6255891349 - rcaballero@sytesa.com.mx,,CHIHUAHUA,
SOSA_BRIGHT_TECH,Sosa Bright Tech (trampa 1),"Sosa bright Tech, S. De R.L. de C.V.","C. Miguel Cervantes Saavedra #141, Complejo Industrial Chihuahua",Chihuahua,Chihuahua,grodriguez.sosabright@gmail.com,6142210280,CHIHUAHUA,Gerardo Rodriguez
SOSA_BRIGTH_TECH_2,Sosa Bright Tech (trampa 2),"Sosa bright Tech, S. De R.L. de C.V.","C. Miguel de Cervantes Saavedra #141, Complejo industrial Chihuahua",Chihuahua,Chihuahua,grodriguez.sosabright@gmail.com,6142210280,CHIHUAHUA,Gerardo Rodriguez
SOUTHCO,SouthCo,"SOUTHCO, S DE R.L. DE C.V",Avenida Alejandro Dumas No. 11327 Edifcio 1 Complejo Industrial Chihuahua,CHIHUAHUA,CHIHUAHUA,arojas@southco.com,,CHIHUAHUA,
STARBUCKS_D1,Starbucks D1,Servicios Integrales de Administracion de Inmuebles D1 S.A. de C.V.,Periferico de la Juventud #5700 C.P. 31114,Chihuahua,Chihuahua,admond1@gomanagment.com.mx,6141979548,CHIHUAHUA,
STEAK_HOUSE,Steak House,Steak House,"Plaza Galerías Local b12 1, Unidad Presidentes",CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
SUBENSAMBLES_INT,Subensambles Internacionales,Subensambles Internacionales S. de R.L. de C.V.,"Av. Hermanos Escobar #7151-C, Parque Industrial Omega",Juarez ,Chihuahua,Teresa.vazquez@tricoproducts.com,6566270754,JUAREZ,Teresa Vazquez 
SUMI,Sumidenso ,"CONDUCTORES TECNOLÓGICOS DE JUÁREZ, S.A. DE C.V.", Av. Camino Real No. 8800 Parque Industrial  Intermex,CHIHUAHUA,CHIHUAHUA,ana.villasenor@sewsus.com.mx,,CHIHUAHUA,
SUNROLL_ACEI,Sun Roll Sushi (Aceite),Noe Fabian Rios Montes,CP:         31384,CHIHUAHUA,CHIHUAHUA,mfabianrios@gmail,,CHIHUAHUA,
SC_2302,Super Center Chihuahua-2302,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
SC_1656,Super Center Club de Golf-1656,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
SC_3358,Super Center Cordilleras-3358,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
SC_1623,Super Center Cuauhtemoc-1623,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",CUAUHTEMOC,CHIHUAHUA,,,CHIHUAHUA,
SC_1138,Super Center Delicias-1138,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",DELICIAS,CHIHUAHUA,,,CHIHUAHUA,
SC_3033,Super Center Fuentes Mares-3033,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
SC_5728,Super Center Norte 2000-5728,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
SC_1170,Super Center Parral-1170,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",PARRAL,CHIHUAHUA,,,CHIHUAHUA,
SUPER_SALADS_CUMBRES,Super Salads Cumbres,Procesadora Konare S de R.L. MI,Periferico de la Juventud #2902 Local 2 Residencial Cumbre,Chihuahua,Chihuahua,supersaladschihuahua@gmail.com,6142232504,CHIHUAHUA,Ericka Coronel
SUPER_SALADS_PUERTANORTE,Super Salads Puerta Norte,Procesadora Konare S de R.L. MI,"Paseo de las Facultades #803, local 12, 13 y 14",Chihuahua,Chihuahua,supersaladschihuahua@gmail.com,6142232504,CHIHUAHUA,Ericka Coronel
SUPREMOS_DE_CHIWAS,Supremos de Chiwas,"Restaurantes YCJ, S.A.S. de C.V.","Perif. de la Juventud #2200-10, Haciendas del Valle II C.P. 31217",Chihuahua,Chihuahua,jorgepetralia@gmail.com y facturas.supremos@gmail.com,6141829039,CHIHUAHUA,Jorge Petralia
SUSHITO_BISTRO,Sushito Bistro,Grupo Bikiya,"Av. Campos Eliseos # 9388 int. 4, Col. Campos Eliseos, C.P. 32472",Juarez ,Chihuahua,edgar.deleon@me.com,,JUAREZ,
TACOTOT_BASU,Tacotote,Tacos Rápidos SA DE CV,"Boulevard Antonio Ortiz Mena S/N, San Felipe I Etapa, 31203 ",CHIHUAHUA,CHIHUAHUA,tacosrapidos1@hotmail.com,6144131882,CHIHUAHUA,Saleth Gonzalez
TAPATIO_CONTINENTAL,Tapatio Continental,Diego Augusto Aguilar Garcia,"Av. Lerdo #178, Zona Centro",Juarez,Chihuahua,tapatiocontinental@gmail.com,6568577197,JUAREZ,Diego Aguilar
TERRA_GAUCHA,Terra Gaucha,Pampas do sul S.A. de C.V.,"Periferico de la Juventud #3506, Haciendas",Chihuahua,Chihuahua,terragauchaadmon@hotmail.com,6144927171,CHIHUAHUA,Luis Rodriguez
TEXTRON,Textron ,Intermex Manufactura de Chihuahua S.A. de C.V.,Segunda No. 4  Col.  Centro C.P. 31000,CHIHUAHUA,CHIHUAHUA,baraceli@bh.com; epacheco01@bh.com,,CHIHUAHUA,
TEXTRON_BASU,Textron (Basura),Intermex Manufactura de Chihuahua S.A. de C.V.,Segunda No. 4  Col.  Centro C.P. 31000,CHIHUAHUA,CHIHUAHUA,aalarcon@bellflight.com,,CHIHUAHUA,
THAI_ACEI,Thai (Aceite),Thai cocina oriental S. de R.L de C.V.,"Plaza Citadela, Periférico de la Juventud 5705, Saucito, 31110 ",CHIHUAHUA,CHIHUAHUA,614 425 5957   thai.citadela@thaicocinaoriental.com.mx,,CHIHUAHUA,
HAPPY_MUNCH_ACEI,The Happy Munch Co. (Aceite),Sergio Rascon Bustillos,"Av. de la Cantera 9120, Misiones I Etapa, 31115",CHIHUAHUA,CHIHUAHUA,hola@happymunch.com,,CHIHUAHUA,
TOKIO_,Tokio,Cinthia Patricia Seañez,Av. La Cantera #9119,Chihuahua,Chihuahua,aida@tokio365.mx,61439818188,CHIHUAHUA,Aida Ruiz
TORO_BURGUER,Toro Burguer,Consorcio Gallo de Mexico S. de R.L. de C.V.,"olonia, Avenida Tecnologico #1770 Esquina con, C. Pedro Rosales de León 25-Local E, Fuentes del Valle, C.P. 32500",Juarez,Chihuahua,kmena@peterpiperpizza.com.mx y rdelatorre@peterpiperpizza.com.mx,656 617 4500,JUAREZ,
TORRE_PRISMA,Torre Prisma,Servicios Integrales de Administracion de Inmuebles D1 S.A. de C.V.,Via Lombardia #3000,Chihuahua,Chihuahua,admonprisma@gomanagment.com.mx y mantenimientoedificios@gomanagment.com.mx,6141961376,CHIHUAHUA,Janeth Portillo
TORTAS_NICO_GOMEZ,Tortas Nico Gomez M,Liliel Papadakis Rodriguez,"Blvd. Gomez Morin # 7983, Col. Los Jardines, C.P. 32469",Juarez,Chihuahua,,656 289 53 35,JUAREZ,Evangelina Herrera
TORTAS_NICO_TECNOLOGICO,Tortas Nico Tecnologico,Kristos Papadakis Rodriguez,"Av. Tecnologico # 3005, Col. Del Marquez, C.P. 32606",Juarez ,Chihuahua,,656 617 09 94,JUAREZ,
TORTAS_PIOLIN_ANDARES,Tortas Piolin Andares,Procesos Alimenticios Lans S.A. de C.V.,Prolongacion Teofilo Borunda #11810 Local 9 Plaza comercial Andares C.P. 31207,Chihuahua,Chihuahua,suc.tecnologico@tortaspiolines.com,6145134484,CHIHUAHUA,Kathia Garcia
TORTAS_PIOLIN_LEON,Tortas Piolin El Leon,Procesos Alimenticios Lans S.A. de C.V.,Carretera Chihuahua - Aldama 9500 Residencial El Leon,Chihuahua,Chihuahua,suc.tecnologico@tortaspiolines.com,6145134484,CHIHUAHUA,Kathia Garcia
PIOLIN_FCOVILL_ACEI,TORTAS PIOLIN Francisco Villa ,ANSA PROCESADORA DE ALIMENTOS S.A de C.V.,Jaguar #3700 B Col. Fidel Velazquez C.P. 31167,CHIHUAHUA,CHIHUAHUA,tortaspiolin.fcovilla@hotmail.com,6142441619,CHIHUAHUA,Roberto Calderon
TORTAS_PIOLIN_GLANDORF,Tortas Piolin Glandorf,Gastronorte AA S.A. de C.V.,Av. Glandorf #3701 Parques San Felipe C.P. 31203,Chihuahua,Chihuahua,suc.tecnologico@tortaspiolines.com,6144144551,CHIHUAHUA,Kathia Garcia
PIOLIN_JUV,Tortas Piolin Juventud (Cordilleras),Ana Veronica Flores Nava,"Periférico de la Juventud 9533, Residencial Universidad",CHIHUAHUA,CHIHUAHUA,tortaspiolin.fcovilla@hotmail.com,6142441619,CHIHUAHUA,
PIOLIN_QUINTAS_ACEI,TORTAS PIOLIN Quintas,"Procesos Alimenticios LANS, S.A. de C.V.","Calle Monte Albán, Quintas Carolinas I Etapa, Quintas Carolinas, 54589 ",CHIHUAHUA,CHIHUAHUA,tortaspiolines@gmail.com,,CHIHUAHUA,
PIOLIN_TEC,TORTAS PIOLIN TECNOLOGICO,"Procesos Alimenticios LANS, S.A. de C.V.","Av. Tecnologico 3102, Magisterial Universidad, 31200",CHIHUAHUA,CHIHUAHUA,suc.tecnologico@tortaspiolines.com,6145134484,CHIHUAHUA,Kathia Garcia
PIOLIN_TEC_ACEI,TORTAS PIOLIN TECNOLOGICO (Aceite),"Procesos Alimenticios LANS, S.A. de C.V.","Av. Tecnologico 3102, Magisterial Universidad, 31200",CHIHUAHUA,CHIHUAHUA,suc.tecnologico@tortaspiolines.com,6145134484,CHIHUAHUA,Kathia Garcia
PIOLIN_VISTAS_ACEI,TORTAS PIOLIN Vistas ,Gastronorte AA S.A. de C.V.,"Paseos Vistas del Sol 6404, Vista del Sol",CHIHUAHUA,CHIHUAHUA,tortaspiolines@gmail.com,6141099513,CHIHUAHUA,Lucia Saenz
TORTAS_PIOLINES_ALDAMA,Tortas Piolines Aldama,Procesos Alimenticios Lans S.A. de C.V.,C. Juan Aldama #12-B Zona Centro C.P. 31000,Chihuahua,Chihuahua,suc.tecnologico@tortaspiolines.com,6145134484,CHIHUAHUA,Kathia Garcia
TOST_CHIH,Tostadas de Chihuahua,Tostadas de Chihuahua S.A. de C.V.,Blvd. Juan Pablo II # 7107   Col. Aeropuerto,CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
TRANS_VITA_SEPTIC,Transportes Vita (Residuos Sépticos),Transportes Industriales Vita S.A. de C.V.,"Calle Barton #10802, Colonia Los Nogales, C.P. 31380",CHIHUAHUA,CHIHUAHUA,carlos.ruiz@transportesvita.com,6144208300 ext 111,CHIHUAHUA,Carlos Ruiz
Trebly_y_Zum_Zum,Trebly y Zum Zum (plaza galerias),"COSLO, S.A. DE C.V",Av. Juan Escutia Num. 2908 Zona Industrial Nombre de dios c.p. 31110 chihuahua.chihua.,CHIHUAHUA,CHIHUAHUA,administración@plazagalerias.mx,,CHIHUAHUA,
TRINKER_BAR,Trinken Bar,Manuel Venzor Flores,"Calle 3a. Norte #401, Altos Local 7",DELICIAS,CHIHUAHUA,lalotrejo2511@gmail.com,,CHIHUAHUA,
VAFI_,VAFI,Grupo Valencia Fierro S.A. de C.V.,Periferico de la Juventud #8319 loc 1,Chihuahua,Chihuahua,gabriela_garcia@vafi.com,6144302257,CHIHUAHUA,Gabriela Garcia
VILLARREAL,Villarreal,Operadora Gastronomica D Villarreal S.A. de C.V.,"Plaza Haciendas, Periférico de La Juventud 6501, Int. 15, Plaza Haciendas",CHIHUAHUA,CHIHUAHUA,contabilidad@villarrealeventos.com.mx,,CHIHUAHUA,Edgar Nuñez
VIPS,Vips chihuahua ,"OPERADORA VIPS, S. DE R.L. DE C.V.","Perif. de la Juventud 2200, Haciendas del valle, 31238",CHIHUAHUA,CHIHUAHUA,,,CHIHUAHUA,
VIPS_EJERCITO,VIPS Ejercito,Operadora VIPS S. de R.L. de C.V.,"Av. ejercito Nacional # 7051, Partido Iglesias, C.P. 32536",Juarez,Chihuahua,vips81190@vips.com.mx,656 570 88 70,JUAREZ,Marco Antonio Sanchez
VISA,Visa del Norte,Chihuahua Meat Visa Quality S.A. de C.V., Octavio Paz No. 149 Complejo Industrial Chihuahua C.P. 31109,CHIHUAHUA,CHIHUAHUA,smartinez@visadelnorte.com; oyukia21@gmail.com,,CHIHUAHUA,
VTC,VTC West,VTC WEST S.A. DE C.V.,AV. Homero # 3307  Complejo Industrial Chihuahua,CHIHUAHUA,CHIHUAHUA,roberto_delgado@vatransformer.com,,CHIHUAHUA,
WAL_DELIC,WALMART DELICIAS ,Nueva Walmart de Mexico S. de R.L. de C.V.,Ave. Tecnologico #2 col Nueva terrasas ,DELICIAS,CHIHUAHUA,abdiasriossolano@gmail.com ,,CHIHUAHUA,
WAL_NOGALES,Walmart Nogales,Nueva Walmart de Mexico S. de R.L. de C.V.,"Blvd. El Greco 47, Lote Baldío, 84066 Nogales, Son.",Nogales,Sonora,luis.quihui@walmart.com,,Selecciona Sucursal,
WM_2089,WALMART PLAZA MONUMENTAL,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",JUAREZ,CHIHUAHUA,,,CHIHUAHUA,
WM_5764,WALMART TORRES DEL SUR,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",JUAREZ,CHIHUAHUA,,,CHIHUAHUA,
WM_2049,WALMART ZARAGOZA ,Nueva Walmart de Mexico S. de R.L. de C.V.,"Nextengo 78 Santa Cruz Acayucan, Azcapotzalco, C.P. 02770",JUAREZ,CHIHUAHUA,,,CHIHUAHUA,
WILD_ROOS,Wild Rooster CHIHUAHUA,GASTRONOMICA PASO DEL NORTE S.A. DE C.V.,"Circuito Universitario 15508, Cafetales, 31109",CHIHUAHUA,CHIHUAHUA,wrchihuahua1@grupobeh.com,6144938687,CHIHUAHUA,Fernando Castillo
Wings_Aeropuerto,Wings Aeropuerto,Fly By Wings S.A. de C.V.,Blvd. Juan Pablo II 14  C.P. 31390,Chihuahua,Chihuahua,chihuahua@wings.com.mx,6144200990,,
WINGS_DADDY_MISIONES,Wings Daddy Misiones,Consorcio Gallo de Mexico S de R.L. de C.V.,"Blvd. Teófilo Borunda, Bosques del Sol, C.P. 32618",Juarez,Chihuahua,kmena@peterpiperpizza.com.mx y rdelatorre@peterpiperpizza.com.mx,656 648 9464,JUAREZ,
WINGS_DADDY_MONUMENTAL,Wings Daddy Monumental,Consorcio Gallo de Mexico S. de R.L. de C.V.,"Av. Paseo Triunfo de la República # 4630, Monumental, C.P.32340",Juarez,Chihuahua,kmena@peterpiperpizza.com.mx y rdelatorre@peterpiperpizza.com.mx,656 611 5490,JUAREZ,
XOMOX,Xomox,Xomox Chihuahua S.A. de C.V.,Juan Ruiz de Alarcon No. 313   Complejo Industrial Chihuahua   C.P.:  31109,CHIHUAHUA,CHIHUAHUA,CDelgado@CraneCPE.com,,CHIHUAHUA,
ZODIAC_COMEDOR_1,Zodiac 1,Safran Aerosystems México S. de R.L. de C.V.     P1,Av. Ishikawa #1200. Parque Industrial Supra,CHIHUAHUA,CHIHUAHUA,alberto.rodallegas@safrangroup.com; floriselamoreno@gmail.com,,CHIHUAHUA,
ZODIAC_COMEDOR_2,Zodiac 2,Safran Aerosystems México S. de R.L. de C.V.     P2,Av. Ishikawa #1001. Parque Industrial Supra.,CHIHUAHUA,CHIHUAHUA,alberto.rodallegas@safrangroup.com; floriselamoreno@gmail.com,,CHIHUAHUA,
ZODIAC_COMEDOR_3,Zodiac 3,Safran Aerosystems México S. de R.L. de C.V.     P3,Av. Ishikawa #1000. Parque Industrial Supra.,CHIHUAHUA,CHIHUAHUA,alberto.rodallegas@safrangroup.com; floriselamoreno@gmail.com,,CHIHUAHUA,
ZODIAC_COMEDOR_4,Zodiac 4,Safran Aerosystems México S. de R.L. de C.V.     P4,Av. Taguchi #18702 Parque industrial Supra,Chihuahua,Chihuahua,alberto.rodallegas@safrangroup.com; floriselamoreno@gmail.com,,CHIHUAHUA,
ZODIAC_COMEDOR_5,Zodiac 5,Safran Aerosystems México S. de R.L. de C.V.     P5,Av. Ishikawa #1201. Parque Industrial Supra. ,CHIHUAHUA,CHIHUAHUA,alberto.rodallegas@safrangroup.com; floriselamoreno@gmail.com,,CHIHUAHUA,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
